Cores, Time
1, 0.236677091499999991963676393425
1, 0.236294980000000043318664211256
1, 0.236255916499999996105430000171
1, 0.236306553000000141295799949148
1, 0.236288851499999896788040132378
1, 0.236314877999999950475285004359
1, 0.236353782500000164645825861953
1, 0.236393664500000433292825618992
1, 0.236356794999999841877524886513
1, 0.236377742500000209702193387784
1, 0.236362806499999855702753848163
1, 0.236370964500000724228812032379
1, 0.236372909500000005778019840363
1, 0.236330688999999871668933337787
1, 0.236421849500000114119302452309
1, 0.236339064000000043108684621984
1, 0.236342911499999530633431277238
1, 0.236358291500000206042386707850
1, 0.236410960500000655315488984343
1, 0.236399434000000852051925903652
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
2, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
3, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
4, 0.000000000000000000000000000000
