Cores, Time
1, 0.236815842499999984482883519377
1, 0.236386054000000012109694580431
1, 0.236289086500000022894596440892
1, 0.236340718999999976901449372235
1, 0.236376408000000370890347767272
1, 0.236256829499999820853872734006
1, 0.236336724500000094906226877356
1, 0.236375273999999802043703311938
1, 0.236343198000000143110810313374
1, 0.236346305499999687071976950392
1, 0.236360136500000095338691608049
1, 0.236353377000000364205334335566
1, 0.236381657499999953131464280887
1, 0.236398616999999866550297156209
1, 0.236353054000000284418092633132
1, 0.236306804999999897631823841948
1, 0.236320502499999918200046522543
1, 0.236357751500001711519871605560
1, 0.236343807000000794005245552398
1, 0.236348784499998743058313266374
2, 0.236463581000000033771613061617
2, 0.236454288000000012459622666938
2, 0.236520912500000068945382736274
2, 0.236479875000000117069021143834
2, 0.236447044000000161645402840804
2, 0.236479400999999977983634380507
2, 0.236469407500000006194795787451
2, 0.236421836499999926672899164259
2, 0.236472522000000573427769268164
2, 0.236420572999999301089246728225
2, 0.236376431000000053472831496038
2, 0.236428512000000701220869814279
2, 0.236404498500000670446752337739
2, 0.236384624500000306568381347461
2, 0.236425930999999422965629491955
2, 0.236422366000000216956777876476
2, 0.236401843500000374831415683730
2, 0.236364971000000423373421654105
2, 0.236315482500000229038050747477
2, 0.236360449999999389092408819124
3, 0.236347694500000010675577755137
3, 0.236348490499999952518805912405
3, 0.236397640500000116858814180887
3, 0.236343043999999835591552255210
3, 0.236426950499999843913201402756
3, 0.236327757999999832350113138091
3, 0.236413398499999871660293138120
3, 0.236378909499999956267402012600
3, 0.236318288000000542581346962834
3, 0.236365290000000172199179360177
3, 0.236361761999999586691956210416
3, 0.236366886999999969987129588844
3, 0.236361034000000636012828181265
3, 0.236354576500000135297341330443
3, 0.236346095000000033792275644373
3, 0.236357945499999999583451426588
3, 0.236335006500000055496002460131
3, 0.236325842000001173914824903477
3, 0.236346600499999226485670078546
3, 0.236339593500000333392563334201
4, 0.236393333499999969138372080124
4, 0.236378053499999962738797876227
4, 0.236393018000000232348156714579
4, 0.236374072500000087515559243911
4, 0.236383719999999630800857630675
4, 0.236402645499999675138269594754
4, 0.236398172000000350578829966253
4, 0.236418636999999876024958211929
4, 0.236374803499999508460405195365
4, 0.236381522999999482692601304734
4, 0.236377917000000437042217527051
4, 0.236402876999999733698132331483
4, 0.236362703000000173858552443562
4, 0.236388237000000778209596319357
4, 0.236398406500000213270595850190
4, 0.236401327499999425185706058983
4, 0.236427391000001207999048347119
4, 0.236405210499999185458364081569
4, 0.236413441999999918152752798051
4, 0.236513664499998554902049363591
5, 0.236437110000000005882725417905
5, 0.236397889999999999410817963508
5, 0.236425228999999959000888338778
5, 0.236456234000000042883016249107
5, 0.236442928499999815983301232336
5, 0.236442000999999901722503636847
5, 0.236395666499999990151081874501
5, 0.236416176000000088919250629260
5, 0.236381388499999900432158028707
